Paper_ID,DOI,Journal,Year,Authors,Country,Title,Institution,Crop,Scientific_Name,Variety,Season,Growth_Duration_Days,Growth_Stage,Cover_Crop,Previous_Crop,Intercrop_Name,Design,Replications,Plot_Size,Spacing_Row,Spacing_Plant,Sample_Size,Location,State,Site,Plot_ID,Block,Experiment_Objective,Sowing_Date,Harvest_Date,Latitude,Longitude,Altitude,Temperature_Max,Temperature_Min,Average_Temperature,Rainfall,Humidity,Solar_Radiation,Wind_Speed,ET0,Climate_Zone,Soil_pH,EC,Organic_Carbon,Organic_Matter,Nitrogen,Phosphorus,Potassium,Sulphur,Iron,Copper,Manganese,Zinc,Calcium,Magnesium,Boron,Molybdenum,Sodium,Chlorine,CEC,Soil_Bulk_Density,Soil_Clay_Pct,Soil_Silt_Pct,Soil_Sand_Pct,Soil_Texture,Soil_Class,Soil_Depth_cm,Treatment,Fertilizer_Name,Organic_Fertilizer,Biofertilizer,Dose,Application_Method,Application_Interval,Fertilizer_Calcium,Fertilizer_Magnesium,Fertilizer_Boron,Fertilizer_Chlorine,Fertilizer_Molybdenum,Shoot_Length_cm,Root_Length_cm,Plant_Height_cm,Shoot_Biomass_g,Root_Biomass_g,Leaf_Area_cm2,Leaf_Number,Tillers,Root_Diameter_mm,SPAD,Moisture_Content,Dry_Matter,Stem_Diameter_mm,Branches,Nodes,Flowers,Plant_Height_30_cm,Plant_Height_60_cm,Plant_Height_90_cm,Plant_Height_120_cm,Leaf_Area_30_cm2,Leaf_Area_60_cm2,Leaf_Area_90_cm2,Leaf_Area_120_cm2,Branches_60,Branches_90,Flowers_60,Yield_per_Plot,Yield_per_Acre,Yield_per_Hectare,Fruit_Number,Fruit_Weight,Fruit_Diameter_mm,Spike_Length,Seeds_per_Spike,100_Seed_Weight,Root_Weight,Pod_Weight,Harvest_Index,Biomass_Yield,FruitWeight_90_g,FruitWeight_120_g,FruitDiameter_90_mm,FruitDiameter_120_mm,YieldPlot_90_g,YieldPlot_120_g,Yield_13pct_Moisture,Marketable_Yield,Biological_Yield,Stover_Yield,Seed_Yield,Pods_Number,Seeds_per_Pod,Weed_Biomass,Protein,Ash,Gluten,Fiber,Carbohydrates,Fat,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Iron_Content,Copper_Content,Zinc_Content,Manganese_Content,Sulphur_Content,Calcium_Content,Magnesium_Content,Boron_Content,Chlorine_Content,Molybdenum_Content,Starch,Oil,Target_Yield,Target_Fertilizer,Target_Nitrogen,Target_Phosphorus,Target_Potassium,Growing_Degree_Days,Heat_Units,Harvest_Index_Calc,Nitrogen_Use_Efficiency,Water_Use_Efficiency,Rainfall_Anomaly,Stress_Index,Disease_Risk_Index,Yield_per_Plant,Yield_per_Plot_Calc,Yield_per_Hectare_Calc,Temp_x_Rainfall,N_x_P,Temp_squared,Rainfall_7d_MA,Temp_7d_MA,Feature_Available_Before_Prediction,Crop_Code,Season_Code,Variety_Code,Fertilizer_Code,Soil_Texture_Code,Country_Code,Predicted_Yield,Expected_Biomass,Expected_Plant_Height,Recommended_Fertilizer,Recommended_Dose,Recommended_Application_Interval,Expected_Yield_Increase,Confidence_Score,Recommendation_Summary,SOC_Mineralization,Residue_C_Decomposition,Potential_Evapotranspiration,Soil_Moisture,Soil_Nitrate_N,Soil_Ammonium_N,Soil_Available_K,Soil_POC,Soil_DOC,Soil_LOC,Soil_MBC,Soil_MBN,Soil_Carbon_Walkley_Black,Soil_Nitrogen_Kjeldahl,Soil_Nitrogen_Alkaline_Permanganate,Soil_Sulphur_Available,Soil_Sulphur_Mehlich3,Soil_NO3,Soil_NH4,Soil_N_Parco2020,Soil_N_DeSilva2008,Soil_Ca_Ammonium_Acetate,Soil_Mg_Ammonium_Acetate,Soil_K_Ammonium_Acetate,Soil_Glucosidase,Soil_Xylosidase,Soil_Cellobiosidase,Beta_Glucosidase,Peroxidase,Polyphenol_Oxidase,N_Acetyl_Glucosaminidase,Leucine_Aminopeptidase,Phosphatase,Catalase,Urease,Dehydrogenase,Bacterial_Diversity_Chao1,Bacterial_Diversity_Shannon,Fungal_Diversity_Chao1,Fungal_Diversity_Shannon,Total_PLFAs,Gram_Positive_PLFAs,Gram_Negative_PLFAs,Fungal_PLFAs,Bacterial_PLFAs,Actinomycetes_PLFAs,NDVI,EVI,SAVI,NDWI,NDRE,Canopy_Temperature,CIG,CIRE,Calcium_Mehlich3,Calcium_Saturation,Magnesium_Saturation,Sodium_Saturation,Potassium_Saturation,Hydrogen_Saturation,Water_Extractable_Nitrate,Water_Extractable_Organic_Carbon,Water_Extractable_Organic_Nitrogen,Water_Extractable_NH4,Water_Extractable_CN_Ratio,Aggregate_Stability,Soil_Respiration,Infiltration_Rate,Nematode_Maturity_Index,Nematode_Plant_Parasitic_Index,Nematode_Channel_Index,Nematode_Basal_Index,Nematode_Enrichment_Index,Nematode_Structure_Index,Nematode_Total_Biomass_mg,Total_Cost,Total_Return,Net_Profit,Benefit_Cost_Ratio,System_Benefit_USD_ha,Off_Season_Contribution_Pct,System_Water_Use_Efficiency,Phosphorus_Uptake,Nitrogen_Uptake,Potassium_Uptake,Sulphur_Uptake,Calcium_Uptake,Magnesium_Uptake,Boron_Uptake,Chlorine_Uptake,Copper_Uptake,Iron_Uptake,Manganese_Uptake,Molybdenum_Uptake,Zinc_Uptake,Irrigation_Method,Irrigation_mm,Sowing_Density,Harvest_Density,Cultivation_Method,N_Fixation,Soil_pH_CaCl2,Soil_pH_KCl
PAPER_20c4967b8175,10.2136/sssaj1998.03615995006200040023x,Soil Science Society of America Journal,1998.0,Liwang Ma; M. J. Shaffer; L. R. Ahuja; K. W. Rojas; Chao Xu; J. K. Boyd; Reagan Waskom,,Manure Management in an Irrigated Silage Corn Field: Experiment and Modeling,,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_5e2810f25e19,10.1073/pnas.0403720101,Proceedings of the National Academy of Sciences,2004.0,Shaobing Peng; Jianliang Huang; J. E. SHEEHY; Rebecca C. Laza; R. M. Visperas; Xuhua Zhong; Grace S. Centeno; G. S. Khush; Kenneth G. Cassman,,Rice yields decline with higher night temperature from global warming,,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_cf6ab2e46097,10.1021/jf101197h,Journal of Agricultural and Food Chemistry,2010.0,İsmail Çakmak; M. Kalaycı; Yağmur Kaya; Ayfer Alkan Torun; Nizamettin Aydın; Yuhao Wang; Z. Arisoy; Halil Erdem; A. Yazıcı; Oya Gökmen; Levent Öztürk; Walter J. Horst,,Biofortification and Localization of Zinc in Wheat Grain,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_c90307728c5d,10.1007/s11368-014-0989-y,Journal of Soils and Sediments,2014.0,Zejiang Cai; Boren Wang; Minggang Xu; Huimin Zhang; Xinhua He; Lu Zhang; Suduan Gao,,Intensified soil acidification from chemical N fertilization and prevention by manure in an 18-year field experiment in the red soil of southern China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_b026ac0916b2,10.14720/aas.2016.107.2.01,Acta agriculturae Slovenica,2016.0,Mohsen Janmohammadi; Tahereh AMANZADEH; Naser Sabaghnia; Shahryar Dashti,,Impact of foliar application of nano micronutrient fertilizers and titanium dioxide nanoparticles on the growth and yield components of barley under supplemental irrigation,,Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_62d803fb276f,10.1016/s0038-0717(01)00087-6,Soil Biology and Biochemistry,2001.0,Milja Vepsäläinen; Sanna Kukkonen; Mauritz Vestberg; Hannu Sirviö; R. Maarit Niemi,,Application of soil enzyme activity test kit in a field experiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_45279ec1ed7a,10.1007/s00374-004-0772-0,Biology and Fertility of Soils,2004.0,JohannG. Zaller; Ulrich K�pke,,"Effects of traditional and biodynamic farmyard manure amendment on yields, soil chemical, biochemical and biological properties in a long-term field experiment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_21939771f669,10.1016/j.soilbio.2015.07.027,Soil Biology and Biochemistry,2015.0,Xianjin Tang; Chenlu Lou; Shaoxian Wang; Yanhong Lu; Ming Liu; Muhammad Zaffar Hashmi; Xinqiang Liang; Zhongpei Li; Yulin Liao; Wenjing Qin; Fang Fan; Jianming Xu; Philip C. Brookes,,Effects of long-term manure applications on the occurrence of antibiotics and antibiotic resistance genes (ARGs) in paddy soils: Evidence from four field experiments in south of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_29a8ad9a3cd6,10.1016/j.jhazmat.2014.03.017,Journal of Hazardous Materials,2014.0,Rongjun Bian; Stephen Joseph; Liqiang Cui; Genxing Pan; Lianqing Li; Xiaoyu Liu; Afeng Zhang; Helen Rutlidge; S. C. T. Wong; Chee H. Chia; Christopher E. Marjo; Bin Gong; Paul Munroe; Scott W. Donne,,A three-year experiment confirms continuous immobilization of cadmium and lead in contaminated paddy field with biochar amendment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_79d4e3028e28,10.1021/acsomega.0c03233,ACS Omega,2020.0,Chaitaly Tarafder; M. Daizy; Md Morshed Alam; Md. Ripon Ali; Md. Jahidul Islam; Rakibul Islam; Md Sohel Ahommed; Mohamed Aly Saad Aly; Md. Zaved Hossain Khan,,Formulation of a Hybrid Nanofertilizer for Slow and Sustainable Release of Micronutrients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_19f6411fdc9b,10.1038/s41598-020-65749-9,Scientific Reports,2020.0,Essam Kandil; Nader R. Abdelsalam; Mansour A. Mansour; Hayssam M. Ali; Manzer H. Siddiqui,,Potentials of organic manure and potassium forms on maize (Zea mays L.) growth and production,,Maize,,,,,,,,,Split Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_92837e2416f2,10.2134/agronj2004.2140,Agronomy Journal,2004.0,Terrance D. Loecke; Matt Liebman; Cynthia A. Cambardella; Tom L. Richard,,Corn Response to Composting and Time of Application of Solid Swine Manure,,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_d3f4b391cb19,10.1017/s0003055410000079,American Political Science Review,2010.0,Benjamin Olken,,Direct Democracy and Local Public Goods: Evidence from a Field Experiment in Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_f36c7787de51,10.1371/journal.pone.0156362,PLoS ONE,2016.0,Stefani Daryanto; Lixin Wang; Pierre-André Jacinthe,,Global Synthesis of Drought Effects on Maize and Wheat Production,,Wheat;Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_4945a6f68240,10.2134/agronj2008.0052,Agronomy Journal,2008.0,Bradley E. Fronning; Kurt D. Thelen; Doohong Min,,"Use of Manure, Compost, and Cover Crops to Supplant Crop Residue Carbon in Corn Stover Removed Cropping Systems",,Maize;Soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_d5f84c34f636,10.5251/abjna.2010.1.3.225.231,Agriculture and Biology Journal of North America,2010.0,A. A. Abd El-Kader; S. Shaaban; Mohamed A. Abd El-Fattah,,Effect of irrigation levels and organic compost on okra plants (Abelmoschus esculentus l.) grown in sandy calcareous soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_d3ba6cb43e7c,10.2135/cropsci1988.0011183x002800060023x,Crop Science,1988.0,D. B. Egli,,Plant Density and Soybean Yield,,Soybean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_0a9a0bec8a82,10.1016/j.agee.2005.01.017,Agriculture Ecosystems & Environment,2005.0,Livia Böhme; Uwe Langer; Frank Böhme,,"Microbial biomass, enzyme activities and microbial community structure in two European long-term field experiments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_6907e6b2536e,10.1016/j.apsoil.2016.12.003,Applied Soil Ecology,2016.0,Jianli Ding; Xin Jiang; Dawei Guan; Baisuo Zhao; Mingchao Ma; Baoku Zhou; Fengming Cao; Xiaohong Yang; Li Li; Jun Li,,Influence of inorganic fertilizer and organic manure application on fungal communities in a long-term field experiment of Chinese Mollisols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_210e3ccb111b,10.1016/j.jenvman.2022.114520,Journal of Environmental Management,2022.0,S.M. Mofijul Islam; Yam Kanta Gaihre; Md. Rafiqul Islam; Md. Nayeem Ahmed; Mahmuda Akter; Upendra Singh; Bjoern Ole Sander,,Mitigating greenhouse gas emissions from irrigated rice cultivation through improved fertilizer and water management,,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_56ac4fc931eb,10.1128/aem.62.5.1550-1557.1996,Applied and Environmental Microbiology,1996.0,C. M. Craft; Eric B. Nelson,,Microbial Properties of Composts That Suppress Damping-Off and Root Rot of Creeping Bentgrass Caused by Pythium graminicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_b7a7b280a209,10.2134/jeq2003.2272,Journal of Environmental Quality,2003.0,M. Fuhrmann; Mitch M. Lasat; Stephen D. Ebbs; Jay Cornish; Leon V. Kochian,,Uptake and Release of Cesium‐137 by Five Plant Species as Influenced by Soil Amendments in Field Experiments,,Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_9d0786cebf3d,10.1081/css-120020444,Communications in Soil Science and Plant Analysis,2003.0,Munir J. Mohammad; Naem mazahreh,,Changes in Soil Fertility Parameters in Response to Irrigation of Forage Crops with Secondary Treated Wastewater,,Maize,,,,,,,,,Randomized Complete Block Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_d8acffa4906a,10.4067/s0718-95162012000100011,Journal of soil science and plant nutrition,2012.0,Muhammad Farooq; Abdul Wahid; Kadambot H. M. Siddique,,Micronutrient application through seed treatments: a review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_c40fc5f69ff1,10.1093/ajae/aaq121,American Journal of Agricultural Economics,2011.0,Shyamal Chowdhury; J.V. Meenakshi; Keith Tomlins; C. Owori,,Are Consumers in Developing Countries Willing to Pay More for Micronutrient‐Dense Biofortified Foods? Evidence from a Field Experiment in Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
